citycode,cityname,cityname_kn,matomeareacode,matomeareaname,matomeareaname_kn,firstareacode,firstareaname,firstareaname_kn,prefcode,prefname,prefname_kn
3740400,多度津町,たどつちょう,370004,中讃,ちゅうさん,370000,香川県,かがわけん,370000,香川県,かがわけん
3740600,まんのう町,まんのうちょう,370004,中讃,ちゅうさん,370000,香川県,かがわけん,370000,香川県,かがわけん
3820100,松山市,まつやまし,380010,中予,ちゅうよ,380010,中予,ちゅうよ,380000,愛媛県,えひめけん
3820200,今治市,いまばりし,380022,東予西部,とうよせいぶ,380020,東予,とうよ,380000,愛媛県,えひめけん
3820300,宇和島市,うわじまし,380032,南予南部,なんよなんぶ,380030,南予,なんよ,380000,愛媛県,えひめけん
3820400,八幡浜市,やわたはまし,380031,南予北部,なんよほくぶ,380030,南予,なんよ,380000,愛媛県,えひめけん
3820500,新居浜市,にいはまし,380021,東予東部,とうよとうぶ,380020,東予,とうよ,380000,愛媛県,えひめけん
3820600,西条市,さいじょうし,380021,東予東部,とうよとうぶ,380020,東予,とうよ,380000,愛媛県,えひめけん
3820700,大洲市,おおずし,380031,南予北部,なんよほくぶ,380030,南予,なんよ,380000,愛媛県,えひめけん
3821000,伊予市,いよし,380010,中予,ちゅうよ,380010,中予,ちゅうよ,380000,愛媛県,えひめけん
3821300,四国中央市,しこくちゅうおうし,380021,東予東部,とうよとうぶ,380020,東予,とうよ,380000,愛媛県,えひめけん
3821400,西予市,せいよし,380031,南予北部,なんよほくぶ,380030,南予,なんよ,380000,愛媛県,えひめけん
3821500,東温市,とうおんし,380010,中予,ちゅうよ,380010,中予,ちゅうよ,380000,愛媛県,えひめけん
3835600,上島町,かみじまちょう,380022,東予西部,とうよせいぶ,380020,東予,とうよ,380000,愛媛県,えひめけん
3838600,久万高原町,くまこうげんちょう,380010,中予,ちゅうよ,380010,中予,ちゅうよ,380000,愛媛県,えひめけん
3840100,松前町,まさきちょう,380010,中予,ちゅうよ,380010,中予,ちゅうよ,380000,愛媛県,えひめけん
3840200,砥部町,とべちょう,380010,中予,ちゅうよ,380010,中予,ちゅうよ,380000,愛媛県,えひめけん
3842200,内子町,うちこちょう,380031,南予北部,なんよほくぶ,380030,南予,なんよ,380000,愛媛県,えひめけん
3844200,伊方町,いかたちょう,380031,南予北部,なんよほくぶ,380030,南予,なんよ,380000,愛媛県,えひめけん
3848400,松野町,まつのちょう,380032,南予南部,なんよなんぶ,380030,南予,なんよ,380000,愛媛県,えひめけん
3848800,鬼北町,きほくちょう,380032,南予南部,なんよなんぶ,380030,南予,なんよ,380000,愛媛県,えひめけん
3850600,愛南町,あいなんちょう,380032,南予南部,なんよなんぶ,380030,南予,なんよ,380000,愛媛県,えひめけん
3920100,高知市,こうちし,390011,高知中央,こうちちゅうおう,390010,中部,ちゅうぶ,390000,高知県,こうちけん
3920200,室戸市,むろとし,390021,室戸,むろと,390020,東部,とうぶ,390000,高知県,こうちけん
3920300,安芸市,あきし,390022,安芸,あき,390020,東部,とうぶ,390000,高知県,こうちけん
3920400,南国市,なんこくし,390011,高知中央,こうちちゅうおう,390010,中部,ちゅうぶ,390000,高知県,こうちけん
3920500,土佐市,とさし,390011,高知中央,こうちちゅうおう,390010,中部,ちゅうぶ,390000,高知県,こうちけん
3920600,須崎市,すさきし,390011,高知中央,こうちちゅうおう,390010,中部,ちゅうぶ,390000,高知県,こうちけん
3920800,宿毛市,すくもし,390031,幡多,はた,390030,西部,せいぶ,390000,高知県,こうちけん
3920900,土佐清水市,とさしみずし,390031,幡多,はた,390030,西部,せいぶ,390000,高知県,こうちけん
3921000,四万十市,しまんとし,390031,幡多,はた,390030,西部,せいぶ,390000,高知県,こうちけん
3921100,香南市,こうなんし,390011,高知中央,こうちちゅうおう,390010,中部,ちゅうぶ,390000,高知県,こうちけん
3921200,香美市,かみし,390011,高知中央,こうちちゅうおう,390010,中部,ちゅうぶ,390000,高知県,こうちけん
3930100,東洋町,とうようちょう,390021,室戸,むろと,390020,東部,とうぶ,390000,高知県,こうちけん
3930200,奈半利町,なはりちょう,390022,安芸,あき,390020,東部,とうぶ,390000,高知県,こうちけん
3930300,田野町,たのちょう,390022,安芸,あき,390020,東部,とうぶ,390000,高知県,こうちけん
3930400,安田町,やすだちょう,390022,安芸,あき,390020,東部,とうぶ,390000,高知県,こうちけん
3930500,北川村,きたがわむら,390022,安芸,あき,390020,東部,とうぶ,390000,高知県,こうちけん
3930600,馬路村,うまじむら,390022,安芸,あき,390020,東部,とうぶ,390000,高知県,こうちけん
3930700,芸西村,げいせいむら,390022,安芸,あき,390020,東部,とうぶ,390000,高知県,こうちけん
3934100,本山町,もとやまちょう,390012,嶺北,れいほく,390010,中部,ちゅうぶ,390000,高知県,こうちけん
3934400,大豊町,おおとよちょう,390012,嶺北,れいほく,390010,中部,ちゅうぶ,390000,高知県,こうちけん
3936300,土佐町,とさちょう,390012,嶺北,れいほく,390010,中部,ちゅうぶ,390000,高知県,こうちけん
3936400,大川村,おおかわむら,390012,嶺北,れいほく,390010,中部,ちゅうぶ,390000,高知県,こうちけん
3938600,いの町,いのちょう,390011,高知中央,こうちちゅうおう,390010,中部,ちゅうぶ,390000,高知県,こうちけん
3938700,仁淀川町,によどがわちょう,390013,高吾北,こうごほく,390010,中部,ちゅうぶ,390000,高知県,こうちけん
3940100,中土佐町,なかとさちょう,390032,高幡,こうばん,390030,西部,せいぶ,390000,高知県,こうちけん
3940200,佐川町,さかわちょう,390013,高吾北,こうごほく,390010,中部,ちゅうぶ,390000,高知県,こうちけん
3940300,越知町,おちちょう,390013,高吾北,こうごほく,390010,中部,ちゅうぶ,390000,高知県,こうちけん
3940500,檮原町,ゆすはらちょう,390032,高幡,こうばん,390030,西部,せいぶ,390000,高知県,こうちけん
3941000,日高村,ひだかむら,390011,高知中央,こうちちゅうおう,390010,中部,ちゅうぶ,390000,高知県,こうちけん
3941100,津野町,つのちょう,390032,高幡,こうばん,390030,西部,せいぶ,390000,高知県,こうちけん
3941200,四万十町,しまんとちょう,390032,高幡,こうばん,390030,西部,せいぶ,390000,高知県,こうちけん
3942400,大月町,おおつきちょう,390031,幡多,はた,390030,西部,せいぶ,390000,高知県,こうちけん
3942700,三原村,みはらむら,390031,幡多,はた,390030,西部,せいぶ,390000,高知県,こうちけん
3942800,黒潮町,くろしおちょう,390031,幡多,はた,390030,西部,せいぶ,390000,高知県,こうちけん
4010000,北九州市,きたきゅうしゅうし,400021,北九州・遠賀地区,きたきゅうしゅうおんがちく,400020,北九州地方,きたきゅうしゅうちほう,400000,福岡県,ふくおかけん
4013000,福岡市,ふくおかし,400010,福岡地方,ふくおかちほう,400010,福岡地方,ふくおかちほう,400000,福岡県,ふくおかけん
4020200,大牟田市,おおむたし,400042,筑後南部,ちくごなんぶ,400040,筑後地方,ちくごちほう,400000,福岡県,ふくおかけん
4020300,久留米市,くるめし,400041,筑後北部,ちくごほくぶ,400040,筑後地方,ちくごちほう,400000,福岡県,ふくおかけん
4020400,直方市,のおがたし,400030,筑豊地方,ちくほうちほう,400030,筑豊地方,ちくほうちほう,400000,福岡県,ふくおかけん
4020500,飯塚市,いいづかし,400030,筑豊地方,ちくほうちほう,400030,筑豊地方,ちくほうちほう,400000,福岡県,ふくおかけん
4020600,田川市,たがわし,400030,筑豊地方,ちくほうちほう,400030,筑豊地方,ちくほうちほう,400000,福岡県,ふくおかけん
4020700,柳川市,やながわし,400042,筑後南部,ちくごなんぶ,400040,筑後地方,ちくごちほう,400000,福岡県,ふくおかけん
4021000,八女市,やめし,400042,筑後南部,ちくごなんぶ,400040,筑後地方,ちくごちほう,400000,福岡県,ふくおかけん
4021100,筑後市,ちくごし,400042,筑後南部,ちくごなんぶ,400040,筑後地方,ちくごちほう,400000,福岡県,ふくおかけん
4021200,大川市,おおかわし,400042,筑後南部,ちくごなんぶ,400040,筑後地方,ちくごちほう,400000,福岡県,ふくおかけん
4021300,行橋市,ゆくはしし,400022,京築,けいちく,400020,北九州地方,きたきゅうしゅうちほう,400000,福岡県,ふくおかけん
4021400,豊前市,ぶぜんし,400022,京築,けいちく,400020,北九州地方,きたきゅうしゅうちほう,400000,福岡県,ふくおかけん
4021500,中間市,なかまし,400021,北九州・遠賀地区,きたきゅうしゅうおんがちく,400020,北九州地方,きたきゅうしゅうちほう,400000,福岡県,ふくおかけん
4021600,小郡市,おごおりし,400041,筑後北部,ちくごほくぶ,400040,筑後地方,ちくごちほう,400000,福岡県,ふくおかけん
4021700,筑紫野市,ちくしのし,400010,福岡地方,ふくおかちほう,400010,福岡地方,ふくおかちほう,400000,福岡県,ふくおかけん
4021800,春日市,かすがし,400010,福岡地方,ふくおかちほう,400010,福岡地方,ふくおかちほう,400000,福岡県,ふくおかけん
4021900,大野城市,おおのじょうし,400010,福岡地方,ふくおかちほう,400010,福岡地方,ふくおかちほう,400000,福岡県,ふくおかけん
4022000,宗像市,むなかたし,400010,福岡地方,ふくおかちほう,400010,福岡地方,ふくおかちほう,400000,福岡県,ふくおかけん
4022100,太宰府市,だざいふし,400010,福岡地方,ふくおかちほう,400010,福岡地方,ふくおかちほう,400000,福岡県,ふくおかけん
4022300,古賀市,こがし,400010,福岡地方,ふくおかちほう,400010,福岡地方,ふくおかちほう,400000,福岡県,ふくおかけん
4022400,福津市,ふくつし,400010,福岡地方,ふくおかちほう,400010,福岡地方,ふくおかちほう,400000,福岡県,ふくおかけん
4022500,うきは市,うきはし,400041,筑後北部,ちくごほくぶ,400040,筑後地方,ちくごちほう,400000,福岡県,ふくおかけん
4022600,宮若市,みやわかし,400030,筑豊地方,ちくほうちほう,400030,筑豊地方,ちくほうちほう,400000,福岡県,ふくおかけん
4022700,嘉麻市,かまし,400030,筑豊地方,ちくほうちほう,400030,筑豊地方,ちくほうちほう,400000,福岡県,ふくおかけん
4022800,朝倉市,あさくらし,400041,筑後北部,ちくごほくぶ,400040,筑後地方,ちくごちほう,400000,福岡県,ふくおかけん
4022900,みやま市,みやまし,400042,筑後南部,ちくごなんぶ,400040,筑後地方,ちくごちほう,400000,福岡県,ふくおかけん
4023000,糸島市,いとしまし,400010,福岡地方,ふくおかちほう,400010,福岡地方,ふくおかちほう,400000,福岡県,ふくおかけん
4023100,那珂川市,なかがわし,400010,福岡地方,ふくおかちほう,400010,福岡地方,ふくおかちほう,400000,福岡県,ふくおかけん
4034100,宇美町,うみまち,400010,福岡地方,ふくおかちほう,400010,福岡地方,ふくおかちほう,400000,福岡県,ふくおかけん
4034200,篠栗町,ささぐりまち,400010,福岡地方,ふくおかちほう,400010,福岡地方,ふくおかちほう,400000,福岡県,ふくおかけん
4034300,志免町,しめまち,400010,福岡地方,ふくおかちほう,400010,福岡地方,ふくおかちほう,400000,福岡県,ふくおかけん
4034400,須恵町,すえまち,400010,福岡地方,ふくおかちほう,400010,福岡地方,ふくおかちほう,400000,福岡県,ふくおかけん
4034500,新宮町,しんぐうまち,400010,福岡地方,ふくおかちほう,400010,福岡地方,ふくおかちほう,400000,福岡県,ふくおかけん
4034800,久山町,ひさやままち,400010,福岡地方,ふくおかちほう,400010,福岡地方,ふくおかちほう,400000,福岡県,ふくおかけん
4034900,粕屋町,かすやまち,400010,福岡地方,ふくおかちほう,400010,福岡地方,ふくおかちほう,400000,福岡県,ふくおかけん
4038100,芦屋町,あしやまち,400021,北九州・遠賀地区,きたきゅうしゅうおんがちく,400020,北九州地方,きたきゅうしゅうちほう,400000,福岡県,ふくおかけん
4038200,水巻町,みずまきまち,400021,北九州・遠賀地区,きたきゅうしゅうおんがちく,400020,北九州地方,きたきゅうしゅうちほう,400000,福岡県,ふくおかけん
4038300,岡垣町,おかがきまち,400021,北九州・遠賀地区,きたきゅうしゅうおんがちく,400020,北九州地方,きたきゅうしゅうちほう,400000,福岡県,ふくおかけん
4038400,遠賀町,おんがちょう,400021,北九州・遠賀地区,きたきゅうしゅうおんがちく,400020,北九州地方,きたきゅうしゅうちほう,400000,福岡県,ふくおかけん
4040100,小竹町,こたけまち,400030,筑豊地方,ちくほうちほう,400030,筑豊地方,ちくほうちほう,400000,福岡県,ふくおかけん
4040200,鞍手町,くらてまち,400030,筑豊地方,ちくほうちほう,400030,筑豊地方,ちくほうちほう,400000,福岡県,ふくおかけん
4042100,桂川町,けいせんまち,400030,筑豊地方,ちくほうちほう,400030,筑豊地方,ちくほうちほう,400000,福岡県,ふくおかけん
4044700,筑前町,ちくぜんまち,400041,筑後北部,ちくごほくぶ,400040,筑後地方,ちくごちほう,400000,福岡県,ふくおかけん
4044800,東峰村,とうほうむら,400041,筑後北部,ちくごほくぶ,400040,筑後地方,ちくごちほう,400000,福岡県,ふくおかけん
4050300,大刀洗町,たちあらいまち,400041,筑後北部,ちくごほくぶ,400040,筑後地方,ちくごちほう,400000,福岡県,ふくおかけん
4052200,大木町,おおきまち,400042,筑後南部,ちくごなんぶ,400040,筑後地方,ちくごちほう,400000,福岡県,ふくおかけん
4054400,広川町,ひろかわまち,400042,筑後南部,ちくごなんぶ,400040,筑後地方,ちくごちほう,400000,福岡県,ふくおかけん
4060100,香春町,かわらまち,400030,筑豊地方,ちくほうちほう,400030,筑豊地方,ちくほうちほう,400000,福岡県,ふくおかけん
4060200,添田町,そえだまち,400030,筑豊地方,ちくほうちほう,400030,筑豊地方,ちくほうちほう,400000,福岡県,ふくおかけん
4060400,糸田町,いとだまち,400030,筑豊地方,ちくほうちほう,400030,筑豊地方,ちくほうちほう,400000,福岡県,ふくおかけん
4060500,川崎町,かわさきまち,400030,筑豊地方,ちくほうちほう,400030,筑豊地方,ちくほうちほう,400000,福岡県,ふくおかけん
4060800,大任町,おおとうまち,400030,筑豊地方,ちくほうちほう,400030,筑豊地方,ちくほうちほう,400000,福岡県,ふくおかけん
4060900,赤村,あかむら,400030,筑豊地方,ちくほうちほう,400030,筑豊地方,ちくほうちほう,400000,福岡県,ふくおかけん
4061000,福智町,ふくちまち,400030,筑豊地方,ちくほうちほう,400030,筑豊地方,ちくほうちほう,400000,福岡県,ふくおかけん
4062100,苅田町,かんだまち,400022,京築,けいちく,400020,北九州地方,きたきゅうしゅうちほう,400000,福岡県,ふくおかけん
4062500,みやこ町,みやこまち,400022,京築,けいちく,400020,北九州地方,きたきゅうしゅうちほう,400000,福岡県,ふくおかけん
4064200,吉富町,よしとみまち,400022,京築,けいちく,400020,北九州地方,きたきゅうしゅうちほう,400000,福岡県,ふくおかけん
4064600,上毛町,こうげまち,400022,京築,けいちく,400020,北九州地方,きたきゅうしゅうちほう,400000,福岡県,ふくおかけん
4064700,築上町,ちくじょうまち,400022,京築,けいちく,400020,北九州地方,きたきゅうしゅうちほう,400000,福岡県,ふくおかけん
4120100,佐賀市,さがし,410011,佐賀多久地区,さがたくちく,410010,南部,なんぶ,410000,佐賀県,さがけん
4120200,唐津市,からつし,410021,唐津地区,からつちく,410020,北部,ほくぶ,410000,佐賀県,さがけん
4120300,鳥栖市,とすし,410012,鳥栖地区,とすちく,410010,南部,なんぶ,410000,佐賀県,さがけん
4120400,多久市,たくし,410011,佐賀多久地区,さがたくちく,410010,南部,なんぶ,410000,佐賀県,さがけん
4120500,伊万里市,いまりし,410022,伊万里地区,いまりちく,410020,北部,ほくぶ,410000,佐賀県,さがけん
4120600,武雄市,たけおし,410013,武雄地区,たけおちく,410010,南部,なんぶ,410000,佐賀県,さがけん
4120700,鹿島市,かしまし,410014,鹿島地区,かしまちく,410010,南部,なんぶ,410000,佐賀県,さがけん
4120800,小城市,おぎし,410011,佐賀多久地区,さがたくちく,410010,南部,なんぶ,410000,佐賀県,さがけん
4120900,嬉野市,うれしのし,410014,鹿島地区,かしまちく,410010,南部,なんぶ,410000,佐賀県,さがけん
4121000,神埼市,かんざきし,410012,鳥栖地区,とすちく,410010,南部,なんぶ,410000,佐賀県,さがけん
4132700,吉野ヶ里町,よしのがりちょう,410012,鳥栖地区,とすちく,410010,南部,なんぶ,410000,佐賀県,さがけん
4134100,基山町,きやまちょう,410012,鳥栖地区,とすちく,410010,南部,なんぶ,410000,佐賀県,さがけん
4134500,上峰町,かみみねちょう,410012,鳥栖地区,とすちく,410010,南部,なんぶ,410000,佐賀県,さがけん
4134600,みやき町,みやきちょう,410012,鳥栖地区,とすちく,410010,南部,なんぶ,410000,佐賀県,さがけん
4138700,玄海町,げんかいちょう,410021,唐津地区,からつちく,410020,北部,ほくぶ,410000,佐賀県,さがけん
4140100,有田町,ありたちょう,410022,伊万里地区,いまりちく,410020,北部,ほくぶ,410000,佐賀県,さがけん
4142300,大町町,おおまちちょう,410013,武雄地区,たけおちく,410010,南部,なんぶ,410000,佐賀県,さがけん
4142400,江北町,こうほくまち,410013,武雄地区,たけおちく,410010,南部,なんぶ,410000,佐賀県,さがけん
4142500,白石町,しろいしちょう,410013,武雄地区,たけおちく,410010,南部,なんぶ,410000,佐賀県,さがけん
4144100,太良町,たらちょう,410014,鹿島地区,かしまちく,410010,南部,なんぶ,410000,佐賀県,さがけん
4220100,長崎市,ながさきし,420012,長崎地区,ながさきちく,420010,南部,なんぶ,420000,長崎県,ながさきけん
4220201,佐世保市（宇久地域を除く）,させぼしうくちいきをのぞく,420022,佐世保・東彼地区,させぼとうひちく,420020,北部,ほくぶ,420000,長崎県,ながさきけん
4220202,佐世保市（宇久地域）,させぼしうくちいき,420041,上五島,かみごとう,420040,五島,ごとう,420000,長崎県,ながさきけん
4220300,島原市,しまばらし,420011,島原半島,しまばらはんとう,420010,南部,なんぶ,420000,長崎県,ながさきけん
4220400,諫早市,いさはやし,420013,諫早・大村地区,いさはやおおむらちく,420010,南部,なんぶ,420000,長崎県,ながさきけん
4220500,大村市,おおむらし,420013,諫早・大村地区,いさはやおおむらちく,420010,南部,なんぶ,420000,長崎県,ながさきけん
4220700,平戸市,ひらどし,420021,平戸・松浦地区,ひらどまつうらちく,420020,北部,ほくぶ,420000,長崎県,ながさきけん
4220800,松浦市,まつうらし,420021,平戸・松浦地区,ひらどまつうらちく,420020,北部,ほくぶ,420000,長崎県,ながさきけん
4220901,下対馬,しもつしま,420033,下対馬,しもつしま,420030,壱岐・対馬,いきつしま,420000,長崎県,ながさきけん
4220902,上対馬,かみつしま,420032,上対馬,かみつしま,420030,壱岐・対馬,いきつしま,420000,長崎県,ながさきけん
4221000,壱岐市,いきし,420031,壱岐,いき,420030,壱岐・対馬,いきつしま,420000,長崎県,ながさきけん
4221100,五島市,ごとうし,420042,下五島,しもごとう,420040,五島,ごとう,420000,長崎県,ながさきけん
4221201,西海市（江島・平島を除く）,さいかいしえのしまひらしまをのぞく,420014,西彼杵半島,にしそのぎはんとう,420010,南部,なんぶ,420000,長崎県,ながさきけん
4221202,西海市（江島・平島）,さいかいしえのしまひらしま,420041,上五島,かみごとう,420040,五島,ごとう,420000,長崎県,ながさきけん
4221300,雲仙市,うんぜんし,420011,島原半島,しまばらはんとう,420010,南部,なんぶ,420000,長崎県,ながさきけん
4221400,南島原市,みなみしまばらし,420011,島原半島,しまばらはんとう,420010,南部,なんぶ,420000,長崎県,ながさきけん
4230700,長与町,ながよちょう,420012,長崎地区,ながさきちく,420010,南部,なんぶ,420000,長崎県,ながさきけん
4230800,時津町,とぎつちょう,420012,長崎地区,ながさきちく,420010,南部,なんぶ,420000,長崎県,ながさきけん
4232100,東彼杵町,ひがしそのぎちょう,420022,佐世保・東彼地区,させぼとうひちく,420020,北部,ほくぶ,420000,長崎県,ながさきけん
4232200,川棚町,かわたなちょう,420022,佐世保・東彼地区,させぼとうひちく,420020,北部,ほくぶ,420000,長崎県,ながさきけん
4232300,波佐見町,はさみちょう,420022,佐世保・東彼地区,させぼとうひちく,420020,北部,ほくぶ,420000,長崎県,ながさきけん
4238300,小値賀町,おぢかちょう,420041,上五島,かみごとう,420040,五島,ごとう,420000,長崎県,ながさきけん
4239100,佐々町,さざちょう,420022,佐世保・東彼地区,させぼとうひちく,420020,北部,ほくぶ,420000,長崎県,ながさきけん
4241100,新上五島町,しんかみごとうちょう,420041,上五島,かみごとう,420040,五島,ごとう,420000,長崎県,ながさきけん
4310000,熊本市,くまもとし,430011,熊本市,くまもとし,430010,熊本地方,くまもとちほう,430000,熊本県,くまもとけん
4320200,八代市,やつしろし,430015,宇城八代,うきやつしろ,430010,熊本地方,くまもとちほう,430000,熊本県,くまもとけん
4320300,人吉市,ひとよしし,430040,球磨地方,くまちほう,430040,球磨地方,くまちほう,430000,熊本県,くまもとけん
4320400,荒尾市,あらおし,430013,荒尾玉名,あらおたまな,430010,熊本地方,くまもとちほう,430000,熊本県,くまもとけん
4320500,水俣市,みなまたし,430032,芦北地方,あしきたちほう,430030,天草・芦北地方,あまくさあしきたちほう,430000,熊本県,くまもとけん
4320600,玉名市,たまなし,430013,荒尾玉名,あらおたまな,430010,熊本地方,くまもとちほう,430000,熊本県,くまもとけん
4320800,山鹿市,やまがし,430012,山鹿菊池,やまがきくち,430010,熊本地方,くまもとちほう,430000,熊本県,くまもとけん
4321000,菊池市,きくちし,430012,山鹿菊池,やまがきくち,430010,熊本地方,くまもとちほう,430000,熊本県,くまもとけん
4321100,宇土市,うとし,430015,宇城八代,うきやつしろ,430010,熊本地方,くまもとちほう,430000,熊本県,くまもとけん
4321200,上天草市,かみあまくさし,430031,天草地方,あまくさちほう,430030,天草・芦北地方,あまくさあしきたちほう,430000,熊本県,くまもとけん
4321300,宇城市,うきし,430015,宇城八代,うきやつしろ,430010,熊本地方,くまもとちほう,430000,熊本県,くまもとけん
4321400,阿蘇市,あそし,430020,阿蘇地方,あそちほう,430020,阿蘇地方,あそちほう,430000,熊本県,くまもとけん
4321500,天草市,あまくさし,430031,天草地方,あまくさちほう,430030,天草・芦北地方,あまくさあしきたちほう,430000,熊本県,くまもとけん
4321600,合志市,こうしし,430012,山鹿菊池,やまがきくち,430010,熊本地方,くまもとちほう,430000,熊本県,くまもとけん
4334800,美里町,みさとまち,430015,宇城八代,うきやつしろ,430010,熊本地方,くまもとちほう,430000,熊本県,くまもとけん
4336400,玉東町,ぎょくとうまち,430013,荒尾玉名,あらおたまな,430010,熊本地方,くまもとちほう,430000,熊本県,くまもとけん
4336700,南関町,なんかんまち,430013,荒尾玉名,あらおたまな,430010,熊本地方,くまもとちほう,430000,熊本県,くまもとけん
4336800,長洲町,ながすまち,430013,荒尾玉名,あらおたまな,430010,熊本地方,くまもとちほう,430000,熊本県,くまもとけん
4336900,和水町,なごみまち,430013,荒尾玉名,あらおたまな,430010,熊本地方,くまもとちほう,430000,熊本県,くまもとけん
4340300,大津町,おおづまち,430012,山鹿菊池,やまがきくち,430010,熊本地方,くまもとちほう,430000,熊本県,くまもとけん
4340400,菊陽町,きくようまち,430012,山鹿菊池,やまがきくち,430010,熊本地方,くまもとちほう,430000,熊本県,くまもとけん
4342300,南小国町,みなみおぐにまち,430020,阿蘇地方,あそちほう,430020,阿蘇地方,あそちほう,430000,熊本県,くまもとけん
4342400,小国町,おぐにまち,430020,阿蘇地方,あそちほう,430020,阿蘇地方,あそちほう,430000,熊本県,くまもとけん
4342500,産山村,うぶやまむら,430020,阿蘇地方,あそちほう,430020,阿蘇地方,あそちほう,430000,熊本県,くまもとけん
4342800,高森町,たかもりまち,430020,阿蘇地方,あそちほう,430020,阿蘇地方,あそちほう,430000,熊本県,くまもとけん
4343200,西原村,にしはらむら,430014,上益城,かみましき,430010,熊本地方,くまもとちほう,430000,熊本県,くまもとけん
4343300,南阿蘇村,みなみあそむら,430020,阿蘇地方,あそちほう,430020,阿蘇地方,あそちほう,430000,熊本県,くまもとけん
4344100,御船町,みふねまち,430014,上益城,かみましき,430010,熊本地方,くまもとちほう,430000,熊本県,くまもとけん
4344200,嘉島町,かしままち,430014,上益城,かみましき,430010,熊本地方,くまもとちほう,430000,熊本県,くまもとけん
4344300,益城町,ましきまち,430014,上益城,かみましき,430010,熊本地方,くまもとちほう,430000,熊本県,くまもとけん
4344400,甲佐町,こうさまち,430014,上益城,かみましき,430010,熊本地方,くまもとちほう,430000,熊本県,くまもとけん
4344700,山都町,やまとちょう,430014,上益城,かみましき,430010,熊本地方,くまもとちほう,430000,熊本県,くまもとけん
4346800,氷川町,ひかわちょう,430015,宇城八代,うきやつしろ,430010,熊本地方,くまもとちほう,430000,熊本県,くまもとけん
4348200,芦北町,あしきたまち,430032,芦北地方,あしきたちほう,430030,天草・芦北地方,あまくさあしきたちほう,430000,熊本県,くまもとけん
4348400,津奈木町,つなぎまち,430032,芦北地方,あしきたちほう,430030,天草・芦北地方,あまくさあしきたちほう,430000,熊本県,くまもとけん
4350100,錦町,にしきまち,430040,球磨地方,くまちほう,430040,球磨地方,くまちほう,430000,熊本県,くまもとけん
4350500,多良木町,たらぎまち,430040,球磨地方,くまちほう,430040,球磨地方,くまちほう,430000,熊本県,くまもとけん
4350600,湯前町,ゆのまえまち,430040,球磨地方,くまちほう,430040,球磨地方,くまちほう,430000,熊本県,くまもとけん
4350700,水上村,みずかみむら,430040,球磨地方,くまちほう,430040,球磨地方,くまちほう,430000,熊本県,くまもとけん
4351000,相良村,さがらむら,430040,球磨地方,くまちほう,430040,球磨地方,くまちほう,430000,熊本県,くまもとけん
4351100,五木村,いつきむら,430040,球磨地方,くまちほう,430040,球磨地方,くまちほう,430000,熊本県,くまもとけん
4351200,山江村,やまえむら,430040,球磨地方,くまちほう,430040,球磨地方,くまちほう,430000,熊本県,くまもとけん
4351300,球磨村,くまむら,430040,球磨地方,くまちほう,430040,球磨地方,くまちほう,430000,熊本県,くまもとけん
4351400,あさぎり町,あさぎりちょう,430040,球磨地方,くまちほう,430040,球磨地方,くまちほう,430000,熊本県,くまもとけん
4353100,苓北町,れいほくまち,430031,天草地方,あまくさちほう,430030,天草・芦北地方,あまくさあしきたちほう,430000,熊本県,くまもとけん
4420100,大分市,おおいたし,440010,中部,ちゅうぶ,440010,中部,ちゅうぶ,440000,大分県,おおいたけん
4420200,別府市,べっぷし,440010,中部,ちゅうぶ,440010,中部,ちゅうぶ,440000,大分県,おおいたけん
4420300,中津市,なかつし,440020,北部,ほくぶ,440020,北部,ほくぶ,440000,大分県,おおいたけん
4420400,日田市,ひたし,440031,日田玖珠,ひたくす,440030,西部,せいぶ,440000,大分県,おおいたけん
4420500,佐伯市,さいきし,440041,佐伯市,さいきし,440040,南部,なんぶ,440000,大分県,おおいたけん
4420600,臼杵市,うすきし,440010,中部,ちゅうぶ,440010,中部,ちゅうぶ,440000,大分県,おおいたけん
4420700,津久見市,つくみし,440010,中部,ちゅうぶ,440010,中部,ちゅうぶ,440000,大分県,おおいたけん
4420800,竹田市,たけたし,440032,竹田市,たけたし,440030,西部,せいぶ,440000,大分県,おおいたけん
4420900,豊後高田市,ぶんごたかだし,440020,北部,ほくぶ,440020,北部,ほくぶ,440000,大分県,おおいたけん
4421000,杵築市,きつきし,440010,中部,ちゅうぶ,440010,中部,ちゅうぶ,440000,大分県,おおいたけん
4421100,宇佐市,うさし,440020,北部,ほくぶ,440020,北部,ほくぶ,440000,大分県,おおいたけん
4421200,豊後大野市,ぶんごおおのし,440042,豊後大野市,ぶんごおおのし,440040,南部,なんぶ,440000,大分県,おおいたけん
4421300,由布市,ゆふし,440010,中部,ちゅうぶ,440010,中部,ちゅうぶ,440000,大分県,おおいたけん
4421400,国東市,くにさきし,440020,北部,ほくぶ,440020,北部,ほくぶ,440000,大分県,おおいたけん
4432200,姫島村,ひめしまむら,440020,北部,ほくぶ,440020,北部,ほくぶ,440000,大分県,おおいたけん
4434100,日出町,ひじまち,440010,中部,ちゅうぶ,440010,中部,ちゅうぶ,440000,大分県,おおいたけん
4446100,九重町,ここのえまち,440031,日田玖珠,ひたくす,440030,西部,せいぶ,440000,大分県,おおいたけん
4446200,玖珠町,くすまち,440031,日田玖珠,ひたくす,440030,西部,せいぶ,440000,大分県,おおいたけん
